#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,.,.,.,.,.,.,#,.,.,.,#,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,#,.,.,.,.,#,#,#,#,#,.,.,.,.,#,.,.,.,#,.,#,#,#,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,#,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,#,#,.,.,#,.,#,#,#,.,#,.,.,.,.,.,.,#,.,.,.,.,#,#,.,#,#,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,#,.,#,#,#,.,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,#,#,#,.
.,#,#,#,.,#,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,.,.,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,#,#,#,#,.,#,.,#,#,.,.,.,#,.,#,.,.,#,#,#,.,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,#,.,#,.,#,#,#,#,#,.,.,.,.,#,.,.,#,#,.,.,.,.,#,.,#,#,#,.,#,.,.,#,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,#,#,.,.,.,.,.,#,.,#,#,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,#,.,.,#,.,#,.,#,.,#,#,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,.,.,#,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,#,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,#,#,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,#,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,#,#,.,#
#,#,#,.,#,.,#,#,.,.,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,#,.,.,#,#,#,#,#,#,#,.,.,#,.,.,#,.,.,#,#,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,.,.,#,#,.,#,.,#,#,.,#,.,#,#,.,.,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,#,.,#,#,#,#,.,.,#,#,.,#,#,.,.,.,#,#,#,.,.,#,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,.,.,.,.,.,.,#,#,#,#,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,#,#,.,.,#,#,.,.,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,.,.,#,.,#,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.
#,.,#,.,.,.,#,.,.,#,#,.,#,.,#,#,.,.,#,.,#,#,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,#,#,#,#,.,.,#,#,.,#,.,#,.,#,.,#,#,#,#,.,.,#,.,.,#,.,#,#,.,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,.,#,#,.,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,.,#,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,#,#,#,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,#,#,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,#,#,#,.,.,#,.,.,.,#,.,#,.,#,#,#,#,#,.,#,.
#,.,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,.,.,.,#,#,.,.,#,#,#,.,.,#,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,#,.,.,#,#,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,.,#,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,#,#,#,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,.,#,#,.,.,.,.,#,.
#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,.,.,#,.,#,#,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,#,.,#,.,#,#,#,.,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,#,#,#,#,#,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,#,#,.,.,#,#,.,#,.,#,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,#,#,#,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,#,#,.,.
.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,#,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,#,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,.,#,#,#,#,.,#,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,#,#,.,.,#,.,#,#,.,.,#,#,#,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,#,#,.,.,.,.,.,#,#,#,.,.,.,.,.,#,.,#,#,#,#,.,.,.,#,.
.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#,#,.,.,#,.,#,#,.,#,.,#,#,#,.,.,#,.,#,#,.,.,#,.,.,.,.,.,#,#,.,.,#,.,#,.,.,#,#,#,#,#,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,.,.,.,#,.,#,.,.
.,.,.,.,#,.,#,.,#,#,#,.,#,#,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,#,.,.,.,#,#,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,#,#,#,.,.,#,.,.,.,#,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,#,.,#,#,.,#,#,#,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#
#,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,#,#,#,.,#,.,#,.,.,#,#,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,#,.,#,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,#,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,#,#,#,.,.,#,.,.,#,.,#,#,.,.,#,#,#,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,#,.,.,#,.,#,#,.,.,.,#,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.
#,.,.,#,.,.,#,#,.,#,.,#,#,.,#,.,#,.,.,.,#,#,.,#,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,#,#,#,#,.,.,.,.,#,#,.,.,.,#,.,#,#,#,.,#,.,.,#,#,.,#,#,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,#,#,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,#,#,#,.,#,.,.,.,#,.,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,#,#,.,#,#,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.
.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,.,#,#,#,.,.,#,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,#,.,.,#,.,.,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,#,#,.,#,#,.,.,.,.,#,#,.,#,.,#,.,.,#,#,#,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#
.,#,.,#,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,#,#,.,#,#,.,#,.,.,#,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,#,#,#,.,#,#,#,.,#,#,.,.,#,.,.,.,.,.,.,#,.,.,#,#,.,#,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,#,#,.,.,.,#,.,.,.,#,#,.,.,#,#,#,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,.,.,#,#,.,.,#,#,.,#,.,.,#,#,#,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,#,#,.,#,#,.,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#
.,#,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,#,.,.,.,.,.,.,#,.,#,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,#,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,#,#,.,.,.,.,#,#,#,.,.,.,#,#,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,#,#,.,#,#,.,#,.,#,#,.
.,#,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,#,#,#,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,#,.,.,.,#,#,.,.,#,.,#,#,#,#,.,#,#,.,#,#,.,#,#,.,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,.,.,#,.,.,#,#,.,.,#,#,.,#,#,#,.,#,.,.,#,#,#,.,.,#,.,#,.,#,#,#,.,.,#,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.
#,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,#,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,#,.,#,.,#,#,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,.,.,.,#,#,#,.,.,.,.,.,#,#,.,#,.
.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,#,.,#,.,.,.,.,#,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,#,#,#,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,#,#,.,#,.,.,#,.,.,.,#,#,.,.,.,.,#,#,#,.,.,#,.,#,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,#,#,.,.,#,#,#,.,#,#,.,.,#,.,.
.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,#,#,#,.,#,#,#,.,#,#,.,.,#,#,#,.,#,.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,#,.,.,#,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,#,#,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,#,#,.,#,#,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,#,#,.,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,.,.,#,.,#,#,.,.,.,#
#,.,.,.,#,#,.,#,#,#,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,#,.,#,.,#,#,.,.,.,#,#,.,#,#,#,.,#,.,#,#,#,#,.,.,#,.,.,.,.,#,.,#,.,#,#,.,#,.,.,.,#,#,#,.,.,#,.,.,.,#,#,#,.,#,.,.,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,#,.,#,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,.,#,#,.,.,.,.,#,.,#,#,.
#,.,#,#,.,.,.,.,.,.,.,#,.,.,#,.,.,#,#,#,#,.,.,#,#,.,#,#,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,#,.,#,#,.,#,.,#,#,.,.,#,.,#,#,.,#,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,.,.,#,#,.,#,#,#,.,.,.,#,.,.,#,#,.,#,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,#,.,#,#,.,.,#,.,#,#,.,#,.,.,.,.,.,#,#,#,#,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,#,#,.,#,#,#,#,.,.,.,#,#,.
#,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,#,#,#,#,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,#,#,.,#,.,#,#,#,.,.,.,#,#,#,.,#,.,#,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,#,.,.,#,.,#,.,.,#,#,.,#,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,#,#,#,.,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.
.,.,#,#,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,#,.,#,.,#,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,.,.,.,.,#,#,#,.,.,.,#,.,.,.,.,#,#,#,#,.,.,.,#,.,#,.,.,.,#,#,#,.,#,#,#,#,.,#,.,#,.,#,.,#,#,.,#,.,.,.,#,#,#,.,.,#,.,.,#,#,#,#,.,.,.,#,#,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,.,#,.,.,.,.,.,.,#,.,.,.,#,#,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,#,.,#,.,.,#,#,.,.,#,#,.,.,.,#,.,#,.,#,#,#,#,#,#,.,#,.,.,#,#,.,#,#
.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,#,#,.,.,#,.,#,#,.,#,#,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,#,#,.,#,#,#,#,#,.,.,.,#,.,#,.,.,#,.,#,#,#,.,#,#,#,.,.,.,.,.,#,.,#,#,.,.,#,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,#,.,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,.,#,#,.,#,.,#,.,.,#,.,.,.,.,#,#,#,#,#,#,.,.,#,#,.,.,#,.,.,#,#,#,.,#,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.
#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,#,#,#,.,.,.,#,#,#,.,.,#,.,#,.,#,#,.,#,.,.,#,#,.,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,.,.,.,#,.,.,.,.,.,#,#,#,#,.,#,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,#,#,#,.,#,.,.,.,#,#,.,#,.,.,#,#,.,#,.,#,#,#,.,.,#,.,.,#,#,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,.,.,.,#,#,#,.,.,.,#,#,#,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,.,#,#,#,.,.,.,.,#,#,.,#,#,#,#,.,.,#,.,.,#,#,.,.
.,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,#,#,.,#,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,#,.,#,.,.,.,#,#,#,.,#,.,#,.,.,.,.,#,#,.,.,#,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,#,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,#,#,#,#,#,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,.,.,#,#,#,#,.,#,.,#,#,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,#
#,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,.,#,#,.,#,.,.,#,.,.,#,#,.,.,.,.,.,#,#,#,.,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,#,#,.,.,#,.,.,#,.,.,#,#,.,#,.,#,.,.,.,#,.,#,#,#,#,.,.,.,#,.,.,#,#,#,#,.,#,#,.,#,.,.,#,#,#,.,#,#,#,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,#,#,#,.,.,#,#,#,#,#,.,.,.,#,.,.,.,#,#,#,#,.,#,.,.,#,.,#,.
