#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,#,#,.,#,#,#,#,#,.,.,.,.,.,#,.,#,#,#,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#,#,#,#,#,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,.,.,#,.,#,#,.,#,.,#,#,.,#,.,.,#,#,.,.,.,#,.,.,.,#,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,#,.,#,#,#,.,.,.,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,#,#,#,.,#,.,#,.,#,.,#,.,.,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,#,#,.,#,.,#
#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,.,.,.,#,#,.,.,#,#,#,#,.,.,.,.,#,.,.,.,.,#,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,#,#,.,#,.,#,#,#,#,.,#,.,#,#,.,#,#,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,.,.,.,.,.,.,.,.,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,#,.,#,.,#,.,.,.,#,#,.,#,.,#,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,#,.,#,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.
#,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,#,#,.,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,.,#,#,.,#,#,.,.,#,#,.,.,#,#,.,#,#,#,.,.,#,.,#,#,#,.,.,.,#,.,.,.,#,.,#,#,.,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,#,#,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,.,#,#,.,.,.,#,.,.,.,#,#,#,#,.,.,#,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,#,.,.,.,#,.,#,#,#,#,.,#
#,.,.,.,#,.,#,#,.,#,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,#,#,#,#,.,.,#,.,#,.,#,#,.,.,.,#,.,#,#,.,.,.,#,#,.,#,.,.,.,#,.,.,.,#,#,.,.,#,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,#,#,#,#,.,.,.,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,#,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,#,#,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,.,.,.,.,.
.,#,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,#,#,#,.,.,.,#,.,#,#,.,#,#,.,#,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,#,#,#,.,#,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,#,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,#,.,#,.,.,#,#,#,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,#,#,.,#,.,#,#,#,#,.,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,#,#,#,#,.,.,#,.,#,#,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,#,.,#,.,#,#
#,#,#,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,#,#,#,.,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,#,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,#,#,#,.,#,.,#,.,#,.,#,.,#,.,#,#,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#
.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,#,#,.,#,#,.,.,#,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,.,#,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,#,#,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,#,#,#,.,.,#,#,.,.,#,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,.
#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,#,.,#,.,.,#,.,#,.,#,#,#,.,.,#,#,.,#,.,#,#,#,#,#,.,.,.,.,#,#,#,#,.,.,#,.,#,#,#,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,.,#,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,#,#,#,.,#,#,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,#,#,#,#,.,.,#,.,#,#,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,#,.,#,.,#,#,#,#,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,.,#,#,#,#,#,#,.,.,.,#,#,.
.,.,#,.,.,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,.,#,.,.,.,#,.,#,#,#,.,#,#,.,#,#,#,.,.,.,#,#,.,.,.,.,.,.,.,#,#,#,.,#,.,.,#,.,.,.,.,#,#,#,#,#,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.,.,#,#,#,.,.,#
.,#,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,.,#,.,#,#,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,#,#,.,#,.,#,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,#,#,.,#,.,.,#,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,.,#,#,#,#,#,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,#,#,#,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,.,.,.,#,#,.,#,.,#,.,.,.,.,#,.,#,.,#,#,.,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,#,.,.,.,.,#,#
.,.,.,.,.,#,#,#,#,.,.,#,#,.,#,.,#,#,.,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,#,#,.,#,#,.,.,.,.,#,#,.,.,.,#,#,.,#,.,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,#,.,#,#,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,#,#,#,.,.,.,.,#,.,#,.,#,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,#,.,#,#,#,.,.,#,#,.,.,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,#,#,.,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,#,.
#,#,.,#,.,#,.,.,.,#,#,#,.,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,#,.,#,.,.,#,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,.,#,#,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,#,#,.,.,#,.,.,.,#,#,.,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,.,.,#,.,#,.,.,#,#,#,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,#,.,.,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,.,.
.,.,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,#,#,.,.,#,#,#,.,#,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,#,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,#,#,#,.,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,#,.,.,.,.,#,#,.,#,.,.,#,#,#,#,#,.,#,.,#,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,#,.,.,#,#,.,.,#,.,.,#,.,#,#,#,#,.,#,#,.,#,.,#,#,#,.,.,#,#,.,.,.,#,#,#,.,#,.,.,#,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#
#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,#,#,.,#,#,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,#,#,#,#,.,.
.,.,#,.,.,.,#,.,.,#,.,#,#,.,.,#,#,#,.,#,#,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,#,#,#,.,#,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,.,.,.,.,#,#,.,.,#,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,#,.,#,.,.,#,#,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,#,.,.,.,#,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,.,#,#,.,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,#,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,#,.,#,.,#,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,.,.,#,#,.,#,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,.,.,#,#
.,#,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,#,.,.,#,.,.,#,.,#,.,#,#,#,#,.,.,.,.,.,.,.,#,#,.,.,#,.,.,#,#,#,.,#,.,#,#,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,#,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,.,#,#,#,.,.,.,#,#,.,.,#,#,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,#,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.
.,.,#,.,.,.,.,#,.,.,#,#,.,#,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,#,#,#,#,.,#,#,.,#,#,.,#,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,.,.,#,#,#,.,.,.,.,#,#,#,.,#,.,.,.,#,.,#,.,.,#,#,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,#,.,#,#,#,.,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,#,#,.,.,#,.,.,#,.,#,#,.,#,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,#,.,#,.
.,#,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,#,.,.,#,.,#,#,#,#,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,#,.,.,#,.,.,#,#,#,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,.,.,.,#,#,#,.,#,.,.,#,.,#,.,.,#,#,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,#,#,#,#,.,#,.,#,.,.,#,#,#,.,#,.,.,.,#
#,.,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,.,#,.,.,.,.,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,#,#,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,#,#,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,#,#,#,.,#,.,#,#,.,.,#,#,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,#,#,#,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,#,#,.,.,#,.,.,#,#,.,#,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,#,.,.
.,.,#,#,.,.,#,.,.,#,#,.,#,.,#,#,#,.,.,#,.,#,.,.,.,.,.,.,#,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,.,#,#,#,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,#,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,.,#,#,#,#,#,#,.,#,.,#,.,.,#,.,#,#,#,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,#,.,#,#,#,#,#,.,.,#,.,#,.,.,#,#,.
#,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,#,.,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,.,#,#,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,.,#,.,#,.,.,#,.,#,#,.,.,.,.,.,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,#,#,#,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,#,#,#,.,#,.,#,.,#,#,#,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,#,.,.,.,.,#,.,#,#,#,.,.,.,.,.,.,#,.,.,#,#,.,.,.,.
#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,#,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,#,#,#,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,#,#,.,#,.,#,#,.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,#,#,#,#,#,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,.,#,#,.,.,#,.,.,#,#,#,#
